[description:"Java" due:"1627102800" end:"1627104177" entry:"1627103966" mask:"XX" modified:"1627104177" recur:"daily" status:"deleted" tags:"School" uuid:"77da2400-7e06-4d3c-a7f0-0ce6ac4c375a"]
[description:"Java" due:"1627102800" end:"1627104177" entry:"1627103968" imask:"0" modified:"1627104177" parent:"77da2400-7e06-4d3c-a7f0-0ce6ac4c375a" project:"Study" recur:"daily" status:"deleted" tags:"Daily" uuid:"a692bca4-e47a-4c10-bbd9-09bf6dc8e7a2"]
[description:"Java" due:"1627189200" end:"1627104174" entry:"1627103968" imask:"1" modified:"1627104176" parent:"77da2400-7e06-4d3c-a7f0-0ce6ac4c375a" recur:"daily" status:"deleted" tags:"School" uuid:"e8de1566-42f7-4472-9f98-98fbf833b12f"]
[description:"Java" due:"1627102800" end:"1627103951" entry:"1627103908" mask:"XX" modified:"1627103951" recur:"daily" status:"deleted" tags:"School" uuid:"8bc8b4b0-c209-405e-8d4d-7b507060a5b1"]
[description:"Java" due:"1627102800" end:"1627103946" entry:"1627103911" imask:"0" modified:"1627103948" parent:"8bc8b4b0-c209-405e-8d4d-7b507060a5b1" recur:"daily" status:"deleted" tags:"School" uuid:"a7fd0f61-fce8-413a-8abf-91dc83d56912"]
[description:"Java" due:"1627189200" end:"1627103951" entry:"1627103911" imask:"1" modified:"1627103951" parent:"8bc8b4b0-c209-405e-8d4d-7b507060a5b1" recur:"daily" status:"deleted" tags:"School" uuid:"157d0257-cc99-4071-a4d9-2a1e8cafbc8a"]
[annotation_1617589052:"F.e. you want to add two hours to an existing entry for the day. You could do it by typing in \"Python date hours\". You would just .loc&open;&close; it and add the value to it." annotation_1617589206:"You could also try to make this happen automatically. If it finds that that date already exists for that subject, then automatically add the value to the existing one. This would fix the issue with duplicate entries." description:"Add hours to existing entries" end:"1627103574" entry:"1617589043" modified:"1627103575" priority:"M" project:"Tracker" status:"deleted" tags:"Tracker" uuid:"09bffa59-ef1f-4cb5-916a-da51e34b9f7e"]
[annotation_1619612395:"&open;Video&close;(https:\/\/www.youtube.com\/watch?v=JrGFQp9njas)" description:"Incorporate CLASSES into the project" end:"1627103542" entry:"1619610205" modified:"1627103542" priority:"M" project:"Tracker.Classes" status:"completed" tags:"Tracker" uuid:"19840268-53aa-49cf-8d83-c17fc224520c"]
[annotation_1615811767:"Finish creating the flashcards and study them" description:"Finish Studing Classification Flashcards" end:"1627103437" entry:"1615557736" modified:"1627103439" priority:"M" project:"Study" status:"deleted" tags:"School" uuid:"a6302781-a8ef-4ddd-8f91-07a95a5c1eb4"]
[description:"Finish Crypto Homework" end:"1627103439" entry:"1619990844" modified:"1627103439" project:"Crypto_Homework" status:"deleted" tags:"School" uuid:"a48b82ae-0541-4828-a68c-66c8d048f35d"]
[description:"Set up Task warrior" end:"1627103401" entry:"1627102808" modified:"1627103402" priority:"H" status:"deleted" tags:"Personal" uuid:"cf7d0015-f4cf-485a-b05a-0fd9172fcef9"]
[annotation_1614642884:"Just learn the basics" description:"Learn A Little Flask\/Django" end:"1627103402" entry:"1614630880" modified:"1627103403" priority:"L" project:"Python.Flask_Django" status:"deleted" tags:"Personal" uuid:"150004c1-ce65-423f-9574-853c76543ca4"]
[annotation_1614643782:"Make some flash cards too." description:"tutorialLinux Videos" end:"1627103403" entry:"1614643763" modified:"1627103403" priority:"L" project:"Sysadmin" status:"deleted" tags:"Personal" uuid:"6295ec61-0325-4e2b-91a2-e62787c0b9ac"]
[annotation_1619163357:"Maybe make one" description:"Buy a 40% keyboard" end:"1627103403" entry:"1615691799" modified:"1627103404" priority:"H" project:"Keyboard" scheduled:"1621774800" status:"deleted" tags:"Personal" uuid:"80360117-3e11-4524-a6b8-3642d4c8d7ab"]
[description:"Look into speedread terminal app" end:"1627103404" entry:"1616127838" modified:"1627103404" project:"Terminal.Speedread" status:"deleted" tags:"Personal" uuid:"3708ddc7-2feb-47de-8be0-3e41fced7807"]
[annotation_1619607343:"Might not need to do as much learning as I initially thought." annotation_1619607404:"Vim Can handle a lot of what TMUX does." annotation_1619607444:"Use it for things like SSH though." description:"Learn More TMUX" end:"1627103404" entry:"1616273900" modified:"1627103405" project:"TMUX" status:"deleted" tags:"Personal" uuid:"3e3b9b32-d4c7-4c91-9079-3dbc14c87f86"]
[annotation_1616305095:"Mainly Keybindings" annotation_1616305127:"How to run personal commands" annotation_1616307666:"How, when, and why one would use this." description:"Look into RANGER" end:"1627103405" entry:"1616274108" modified:"1627103406" project:"Terminal.Ranger" status:"deleted" tags:"Personal" uuid:"91f441a3-2458-4ffb-9ec3-ad8867169313"]
[annotation_1618338850:"An actual terminal for your phone. I would use it for managing stuff like Task Warrior on my phone" description:"Look into Phone Terminal" end:"1627103406" entry:"1616276377" modified:"1627103407" project:"Terminal.Phone_Terminal" status:"deleted" tags:"Personal" uuid:"69f26438-d498-4de8-874a-fb0fd16acd3d"]
[annotation_1616307957:"Create flashcards if you have to. It doesn't matter anymore. You need to know how to do the basics like the back of your hand." description:"Really Learn about CLASSES" end:"1627103407" entry:"1616304693" modified:"1627103407" priority:"H" project:"Python.Classes" status:"deleted" tags:"Personal" uuid:"2b74dd32-bc1a-45ae-b249-5ed5c29ba5b3"]
[description:"Learn about Cron Jobs" end:"1627103407" entry:"1616307923" modified:"1627103408" project:"Linux.Cron_Jobs" status:"deleted" tags:"Personal" uuid:"f985b31e-e9b0-474e-b79f-994931b3b712"]
[description:"Learn Vim With This Playlist https:\/\/www.youtube.com\/watch?v=FXCitlsA7eQ" end:"1627103408" entry:"1616398460" modified:"1627103410" project:"TMUX.Videos" status:"deleted" tags:"Personal" uuid:"b7e7883a-d637-41b8-a7c1-f7603e65554a"]
[description:"Speed up Mutt" end:"1627103410" entry:"1618337681" modified:"1627103410" project:"Terminal.Mutt" status:"deleted" tags:"Personal" uuid:"bccf286e-0c76-4ab9-ac3d-ca4bf0c4a0bd"]
[annotation_1618397336:"Helps with understanding Sysadmin concepts" description:"Linux.Home_Lab" end:"1627103410" entry:"1618397104" modified:"1627103411" project:"Linux.Home_Lab" status:"deleted" tags:"Personal" uuid:"3b944128-b196-404b-bb5d-87a5832f385f"]
[description:"Classpert.com: Look into it" end:"1627103411" entry:"1618397143" modified:"1627103412" project:"Classpert" status:"deleted" tags:"Personal" uuid:"88b291b0-3e0b-46b0-b173-157cbe257749"]
[annotation_1619162293:"Watch the Udemy Videos on Algo Trading. Get more familiar and comfortable with the concepts." description:"Udemy Algo Trading" end:"1627103412" entry:"1618581167" modified:"1627103417" project:"Python.Algo_Trading" status:"deleted" tags:"Personal" uuid:"0b402de0-bd8e-459e-9860-17fcbbbf6836"]
[annotation_1619159877:"It tells you what your code does before you excecute it." description:"Look into CODI" end:"1627103417" entry:"1618703452" modified:"1627103418" priority:"M" project:"Vim.Codi" status:"deleted" tags:"Personal" uuid:"f5fcc5df-43eb-4b8f-b2f9-eaa40db56937"]
[description:"Dvorak" due:"1616122800" end:"1627103285" entry:"1616084643" mask:"+XXX+XX+++++X+XXX+XX++XX++X+XX++XX+XXX+XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX" modified:"1627103285" project:"Study" recur:"daily" status:"deleted" tags:"Daily" uuid:"62adf8c2-96b2-458d-a668-6b37e6c4388e"]
[description:"Dvorak" due:"1619319600" end:"1627103285" entry:"1619234753" imask:"37.000000" modified:"1627103285" parent:"62adf8c2-96b2-458d-a668-6b37e6c4388e" project:"Study" recur:"daily" status:"deleted" tags:"Daily" uuid:"f293429d-bc1a-4267-b30b-96ee29afe6dc"]
[description:"Dvorak" due:"1619492400" end:"1627103285" entry:"1619413821" imask:"39.000000" modified:"1627103285" parent:"62adf8c2-96b2-458d-a668-6b37e6c4388e" project:"Study" recur:"daily" status:"deleted" tags:"Daily" uuid:"eeb2e303-c139-40ce-bebd-db678c2e9a25"]
[description:"Dvorak" due:"1619578800" end:"1627103285" entry:"1619492519" imask:"40.000000" modified:"1627103285" parent:"62adf8c2-96b2-458d-a668-6b37e6c4388e" project:"Study" recur:"daily" status:"deleted" tags:"Daily" uuid:"ab8bf99f-76df-4345-bfdd-8233e550f47c"]
[description:"Dvorak" due:"1619665200" end:"1627103285" entry:"1619606823" imask:"41.000000" modified:"1627103285" parent:"62adf8c2-96b2-458d-a668-6b37e6c4388e" project:"Study" recur:"daily" status:"deleted" tags:"Daily" uuid:"91671d31-8983-4a76-9515-51cab9d42bbb"]
[description:"Dvorak" due:"1619751600" end:"1627103285" entry:"1619666964" imask:"42.000000" modified:"1627103285" parent:"62adf8c2-96b2-458d-a668-6b37e6c4388e" project:"Study" recur:"daily" status:"deleted" tags:"Daily" uuid:"4bb5e223-769e-44ec-9719-8d70aa2042f5"]
[description:"Dvorak" due:"1619838000" end:"1627103285" entry:"1619803327" imask:"43.000000" modified:"1627103285" parent:"62adf8c2-96b2-458d-a668-6b37e6c4388e" project:"Study" recur:"daily" status:"deleted" tags:"Daily" uuid:"3ed2a983-ed03-4358-96dd-e5fd6104e5ab"]
[description:"Dvorak" due:"1619924400" end:"1627103285" entry:"1619850405" imask:"44.000000" modified:"1627103285" parent:"62adf8c2-96b2-458d-a668-6b37e6c4388e" project:"Study" recur:"daily" status:"deleted" tags:"Daily" uuid:"fb6b9b31-d2b5-4093-9e0a-c98c5bb70ad1"]
[description:"Dvorak" due:"1620010800" end:"1627103285" entry:"1619988426" imask:"45.000000" modified:"1627103285" parent:"62adf8c2-96b2-458d-a668-6b37e6c4388e" project:"Study" recur:"daily" status:"deleted" tags:"Daily" uuid:"df09c0f9-d85a-4d2c-adad-1daef0e9b0fc"]
